lemma,part_of_speech,synonyms
sunbaked,satellite,adust;baked;parched;scorched
sunburned,verb,sunburn;burn
sunburned,satellite,sunburnt
sunburnt,satellite,sunburned
sunday-go-to-meeting,satellite,go-to-meeting;Sunday-go-to-meeting
sundried,satellite,sun-dried
sundry,satellite,assorted;miscellaneous;mixed;motley
sunk,verb,sink;drop;drop down|sink|sink;pass;lapse|sink;settle;go down;go under|sink;subside|dip;sink|slump;fall off;sink|slump;slide down;sink|bury;sink
sunk,satellite,done for;ruined;undone;washed-up
sunken,verb,sink;drop;drop down|sink|sink;pass;lapse|sink;settle;go down;go under|sink;subside|dip;sink|slump;fall off;sink|slump;slide down;sink|bury;sink
sunken,satellite,deep-set;recessed
sunken-eyed,satellite,deep-eyed;hollow-eyed
sunless,satellite,cloud-covered;clouded;overcast
sunlit,satellite,sunstruck
sunny,satellite,cheery;gay
sunrise,noun,dawn;dawning;morning;aurora;first light;daybreak;break of day;break of the day;dayspring;sunup;cockcrow
sunset,noun,sundown
sunstruck,satellite,sunlit
suntanned,satellite,bronzed;tanned
super,noun,superintendent
super,satellite,ace;A-one;crack;first-rate;tiptop;topnotch;top-notch;tops
super,adverb,extremely;exceedingly;passing
superable,satellite,conquerable
superannuated,verb,superannuate|superannuate|superannuate|superannuate
superannuated,satellite,overage;overaged;over-the-hill|outdated;out-of-date
superb,satellite,brilliant
supercharged,verb,boost;advance;supercharge|supercharge;pressurize;pressurise
supercharged,satellite,charged
supercilious,satellite,disdainful;haughty;imperious;lordly;overbearing;prideful;sniffy;swaggering|sneering;snide
supererogatory,satellite,excess;extra;redundant;spare;superfluous;supernumerary;surplus
superficial,satellite,trivial
superfine,satellite,overrefined
superfluous,satellite,otiose;pointless;purposeless;senseless;wasted|excess;extra;redundant;spare;supererogatory;supernumerary;surplus
superimposed,verb,superimpose;superpose;lay over
superimposed,satellite,overlying|layered
superior,noun,higher-up;superordinate|victor;master|Lake Superior;Superior|Superior|superscript
superior,adjective,superscript
superior,satellite,ranking;higher-ranking
superlative,noun,acme;height;elevation;peak;pinnacle;summit;meridian;tiptop;top|superlative degree
superlative,satellite,greatest;sterling
superlunar,adjective,translunar;translunary;superlunary
superlunar,satellite,translunar;translunary;superlunary
superlunary,adjective,translunar;translunary;superlunar
superlunary,satellite,translunar;translunary;superlunar
supernal,satellite,celestial;ethereal
supernatural,noun,occult
supernaturalist,adjective,supernaturalistic
supernaturalistic,adjective,supernaturalist
supernormal,satellite,supranormal
supernumerary,noun,spear carrier;extra
supernumerary,satellite,excess;extra;redundant;spare;supererogatory;superfluous;surplus
superordinate,noun,superior;higher-up|hypernym;superordinate word
superpatriotic,satellite,chauvinistic;flag-waving;jingoistic;nationalistic;ultranationalistic
superposable,satellite,identical
superscript,noun,superior
superscript,adjective,superior
supersensitised,satellite,allergic;hypersensitive;hypersensitized;hypersensitised;sensitized;sensitised;supersensitive;supersensitized
supersensitive,satellite,allergic;hypersensitive;hypersensitized;hypersensitised;sensitized;sensitised;supersensitized;supersensitised
supersensitized,satellite,allergic;hypersensitive;hypersensitized;hypersensitised;sensitized;sensitised;supersensitive;supersensitised
supersonic,satellite,ultrasonic
supervised,verb,oversee;supervise;superintend;manage|monitor;supervise
supine,satellite,resupine|resistless;unresisting
supple,satellite,lissome;lissom;lithe;lithesome;slender;svelte;sylphlike|limber|limber
supplemental,satellite,auxiliary;subsidiary;supplementary|supplementary
supplementary,satellite,auxiliary;subsidiary;supplemental|supplemental
suppliant,noun,petitioner;supplicant;requester
suppliant,satellite,supplicant;supplicatory
supplicant,noun,prayer|petitioner;suppliant;requester
supplicant,satellite,suppliant;supplicatory
supplicatory,satellite,suppliant;supplicant
supportable,satellite,bearable;endurable;sufferable
supported,verb,support;back up|support|back;endorse;indorse;plump for;plunk for;support|hold;support;sustain;hold up|confirm;corroborate;sustain;substantiate;support;affirm|subscribe;support|corroborate;underpin;bear out;support|defend;support;fend for|support|patronize;patronise;patronage;support;keep going|digest;endure;stick out;stomach;bear;stand;tolerate;support;brook;abide;suffer;put up
supporting,noun,support
supporting,verb,support;back up|support|back;endorse;indorse;plump for;plunk for;support|hold;support;sustain;hold up|confirm;corroborate;sustain;substantiate;support;affirm|subscribe;support|corroborate;underpin;bear out;support|defend;support;fend for|support|patronize;patronise;patronage;support;keep going|digest;endure;stick out;stomach;bear;stand;tolerate;support;brook;abide;suffer;put up
supporting,satellite,encouraging|load-bearing
supposable,satellite,presumable;surmisable
supposed,verb,suppose;say|think;opine;suppose;imagine;reckon;guess|speculate;theorize;theorise;conjecture;hypothesize;hypothesise;hypothecate;suppose|presuppose;suppose|presuppose;suppose
supposed,satellite,alleged;so-called|conjectural;divinatory;hypothetical;hypothetic;suppositional;suppositious;supposititious
suppositional,satellite,conjectural;divinatory;hypothetical;hypothetic;supposed;suppositious;supposititious
suppositious,satellite,conjectural;divinatory;hypothetical;hypothetic;supposed;suppositional;supposititious
supposititious,satellite,conjectural;divinatory;hypothetical;hypothetic;supposed;suppositional;suppositious
suppressed,verb,suppress;stamp down;inhibit;subdue;conquer;curb|oppress;suppress;crush|inhibit;bottle up;suppress|suppress;repress|suppress
suppressed,satellite,smothered;stifled;strangled
supranormal,satellite,supernormal
supraocular,adjective,supraorbital
supraorbital,adjective,supraocular
supreme,satellite,sovereign
surd,noun,voiceless consonant
surd,adjective,unvoiced;voiceless;hard
sure,adjective,certain|certain
sure,satellite,certain|certain|trusted|indisputable
sure,adverb,surely;certainly;for sure;for certain;sure enough;sure as shooting
sure-enough,satellite,honest-to-god;honest-to-goodness;old
sure-footed,satellite,surefooted;footsure|confident;surefooted
sure as shooting,adverb,surely;certainly;sure;for sure;for certain;sure enough
surefooted,satellite,sure-footed;footsure|confident;sure-footed
surface,noun,Earth's surface|open|airfoil;aerofoil;control surface
surface,verb,come up;rise up;rise|coat|come on;come out;turn up;show up
surface-assimilative,adjective,adsorbent;adsorptive
surgical,adjective,operative
surging,verb,billow;surge;heave|soar;soar up;soar upwards;surge;zoom|tide;surge|scend;surge|surge
surging,satellite,billowy;billowing
surly,satellite,ugly
surmisable,satellite,presumable;supposable
surmountable,satellite,climbable
surmounted,verb,overcome;get over;subdue;surmount;master|surmount|scale;surmount|surpass;outstrip;outmatch;outgo;exceed;outdo;surmount;outperform
surpassing,verb,excel;stand out;surpass|surpass;outstrip;outmatch;outgo;exceed;outdo;surmount;outperform|travel by;pass by;surpass;go past;go by;pass|exceed;transcend;surpass
surpassing,satellite,transcendent|exceeding;exceptional;olympian;prodigious
surplus,noun,excess;surplusage;nimiety
surplus,satellite,excess;extra;redundant;spare;supererogatory;superfluous;supernumerary
surprised,verb,surprise|surprise|storm;surprise
surprising,verb,surprise|surprise|storm;surprise
surreal,satellite,phantasmagoric;phantasmagorical;surrealistic|dreamlike
surrealistic,satellite,phantasmagoric;phantasmagorical;surreal
surreptitious,satellite,furtive;sneak;sneaky;stealthy|clandestine;cloak-and-dagger;hole-and-corner;hugger-mugger;hush-hush;secret;undercover;underground
surrogate,noun,alternate;replacement|deputy
surrogate,satellite,foster
surrounded,verb,surround;environ;ring;skirt;border|smother;surround|besiege;beleaguer;surround;hem in;circumvent|wall;palisade;fence;fence in;surround
surrounded,satellite,encircled
surrounding,verb,surround;environ;ring;skirt;border|smother;surround|besiege;beleaguer;surround;hem in;circumvent|wall;palisade;fence;fence in;surround
surrounding,satellite,encompassing;circumferent
surviving,verb,survive;last;live;live on;go;endure;hold up;hold out|survive;pull through;pull round;come through;make it|exist;survive;live;subsist|outlive;outlast;survive
surviving,satellite,living
suspect,noun,defendant
suspect,verb,surmise|distrust;mistrust
suspect,satellite,fishy;funny;shady;suspicious
suspected,verb,suspect;surmise|distrust;mistrust;suspect|suspect
suspended,verb,suspend|suspend|suspend;debar|freeze;suspend|suspend;set aside|suspend
suspenseful,satellite,cliff-hanging;suspensive;nail-biting
suspensive,satellite,cliff-hanging;suspenseful;nail-biting
suspicious,satellite,leery;mistrustful;untrusting;wary|fishy;funny;shady;suspect
sustained,verb,prolong;sustain;keep up|suffer;sustain;have;get|nourish;nurture;sustain|sustain;keep;maintain|hold;support;sustain;hold up|sustain|confirm;corroborate;sustain;substantiate;support;affirm
sustained,satellite,free burning
susurrant,satellite,murmuring;whispering
susurrous,satellite,murmurous;rustling;soughing
svelte,satellite,polished;refined;urbane|lissome;lissom;lithe;lithesome;slender;supple;sylphlike|slender;slight;slim
swagger,noun,swagman;swaggie|strut;prance
swagger,verb,tittup;ruffle;prance;strut;sashay;cock|browbeat;bully|bluster;swash
swagger,satellite,groovy
swaggering,verb,tittup;swagger;ruffle;prance;strut;sashay;cock|browbeat;bully;swagger|swagger;bluster;swash
swaggering,satellite,disdainful;haughty;imperious;lordly;overbearing;prideful;sniffy;supercilious|swashbuckling
swampy,satellite,boggy;marshy;miry;mucky;muddy;quaggy;sloppy;sloughy;soggy;squashy;waterlogged
swank,noun,chic;chicness;chichi;modishness;smartness;stylishness;last word
swank,verb,flaunt;flash;show off;ostentate
swank,satellite,swanky
swanky,satellite,swank
swart,satellite,dark-skinned;dusky;swarthy
swarthy,satellite,dark-skinned;dusky;swart
swashbuckling,satellite,swaggering
swayback,satellite,dipped;lordotic;swaybacked
swaybacked,satellite,dipped;lordotic;swayback
swazi,noun,Swazi|Swazi
swazi,adjective,Swazi
swedish,noun,Swedish
swedish,adjective,Swedish
sweeping,verb,brush;sweep|sweep;sail|sweep;broom|embroil;tangle;sweep;sweep up;drag;drag in|cross;traverse;span;sweep|sweep|sweep|sweep|swing;sweep;swing out
sweeping,satellite,wholesale
sweet,noun,Sweet;Henry Sweet|dessert;afters|confection|sweetness;sugariness|sweetness
sweet,satellite,angelic;angelical;cherubic;seraphic|dulcet;honeyed;mellifluous;mellisonant|gratifying|odoriferous;odorous;perfumed;scented;sweet-scented;sweet-smelling|fresh;unfermented|sugared;sweetened;sweet-flavored
sweet,adjective,fresh
sweet,adverb,sweetly
sweet-flavored,satellite,sugared;sweetened;sweet
sweet-scented,satellite,odoriferous;odorous;perfumed;scented;sweet;sweet-smelling
sweet-smelling,satellite,odoriferous;odorous;perfumed;scented;sweet;sweet-scented
sweetened,verb,sweeten;dulcify;edulcorate;dulcorate|sweeten
sweetened,satellite,sugared;sweet;sweet-flavored
sweetheart,noun,sweetie;steady;truelove|smasher;stunner;knockout;beauty;ravisher;peach;lulu;looker;mantrap;dish
swell,noun,crestless wave|dandy;dude;fop;gallant;sheik;beau;fashion plate;clotheshorse
swell,verb,puff up|swell up;intumesce;tumefy;tumesce|well up|well
swell,satellite,bang-up;bully;corking;cracking;dandy;great;groovy;keen;neat;nifty;not bad;peachy;slap-up;smashing
swelled,verb,swell|swell;puff up|swell;swell up;intumesce;tumefy;tumesce|well up;swell|well;swell|swell
swelled,satellite,big;vainglorious
sweltering,verb,swelter|swelter
sweltering,satellite,sweltry
sweltry,satellite,sweltering
swept,verb,brush;sweep|sweep;sail|sweep;broom|embroil;tangle;sweep;sweep up;drag;drag in|cross;traverse;span;sweep|sweep|sweep|sweep|swing;sweep;swing out
sweptback,satellite,backswept
swift,noun,Swift;Gustavus Franklin Swift|Swift;Jonathan Swift;Dean Swift|western fence lizard;blue-belly;Sceloporus occidentalis
swift,satellite,fleet
swift-footed,satellite,fast-footed
swimming,noun,swim
swimming,verb,swim|float;swim|swim|swim;drown|swim
swimming,satellite,liquid|naiant
swingeing,verb,singe;swinge
swinging,noun,swing;vacillation
swinging,verb,singe;swinge|swing|swing;sway|swing|swing;swing over|swing;sweep;swing out|dangle;swing;drop|swing|swing|swing|swing|swing;get around|swing|swing
swinging,satellite,lilting;swingy;tripping
swingy,satellite,lilting;swinging;tripping
swinish,satellite,boorish;loutish;neanderthal;neandertal;oafish|hoggish;piggish;piggy;porcine
swish,verb,lap;swosh;swoosh
swish,satellite,classy;posh
swiss,noun,Swiss;Swiss people
swiss,adjective,Swiss
swollen,verb,swell|swell;puff up|swell;swell up;intumesce;tumefy;tumesce|well up;swell|well;swell|swell
swollen,satellite,conceited;egotistic;egotistical;self-conceited;swollen-headed;vain
swollen-headed,satellite,conceited;egotistic;egotistical;self-conceited;swollen;vain
swooning,verb,faint;conk;swoon;pass out
swooning,satellite,faint;light;light-headed;lightheaded
sword-shaped,satellite,ensiform;swordlike;bladelike
swordlike,satellite,ensiform;sword-shaped;bladelike
sworn,verb,curse;cuss;blaspheme;swear;imprecate|affirm;verify;assert;avow;aver;swan;swear|swear|swear;depose;depone|trust;swear;rely;bank
sworn,satellite,pledged
sybaritic,satellite,epicurean;luxurious;luxuriant;voluptuary;voluptuous
sycophantic,satellite,bootlicking;fawning;obsequious;toadyish|bootlicking;fawning;toadyish
sylphlike,satellite,lissome;lissom;lithe;lithesome;slender;supple;svelte
sylvan,noun,silvan
sylvan,satellite,silvan
symbolic,adjective,symbolical
symbolic,satellite,emblematic;emblematical;symbolical
symbolical,adjective,symbolic
symbolical,satellite,emblematic;emblematical;symbolic
symmetric,adjective,symmetrical
symmetrical,adjective,symmetric
symmetrical,satellite,harmonious;proportionate
sympathetic,satellite,charitable;benevolent;kindly;good-hearted;openhearted;large-hearted|harmonic
sympathetic,adjective,appealing;likeable;likable
sympathomimetic,adjective,adrenergic
sympetalous,satellite,gamopetalous
symphonic,satellite,symphonious
symphonious,satellite,symphonic
symptomatic,satellite,diagnostic
symptomless,satellite,asymptomatic
synaesthetic,adjective,synesthetic
synchronal,adjective,synchronous;synchronic
synchronic,adjective,synchronous;synchronal
synchronised,verb,synchronize;synchronise;contemporize;contemporise|synchronize;synchronise|synchronize;synchronise;contemporize;contemporise|synchronize;synchronise|synchronize;synchronise|synchronize;synchronise;sync
synchronised,satellite,synchronized
synchronized,verb,synchronize;synchronise;sync|synchronize;synchronise;contemporize;contemporise|synchronize;synchronise|synchronize;synchronise;contemporize;contemporise|synchronize;synchronise|synchronize;synchronise
synchronized,satellite,synchronised
synchronous,adjective,synchronal;synchronic
syncopated,verb,syncopate|syncopate
syncretic,adjective,syncretical;syncretistic;syncretistical|syncretical;syncretistic;syncretistical
syncretical,adjective,syncretic;syncretistic;syncretistical|syncretic;syncretistic;syncretistical
syncretistic,adjective,syncretic;syncretical;syncretistical|syncretic;syncretical;syncretistical
syncretistical,adjective,syncretic;syncretical;syncretistic|syncretic;syncretical;syncretistic
synecdochic,satellite,synecdochical
synecdochical,satellite,synecdochic
synergetic,satellite,synergistic
synergistic,adjective,interactive
synergistic,satellite,synergetic
synesthetic,adjective,synaesthetic
synoecious,satellite,synoicous
synoicous,satellite,synoecious
synoptic,satellite,synoptical
synoptical,satellite,synoptic
syntactic,adjective,syntactical
syntactical,adjective,syntactic
synthetic,noun,synthetic substance
synthetic,satellite,man-made;semisynthetic|celluloid
synthetic,adjective,synthetical|synthetical
synthetical,adjective,synthetic|synthetic
syrian,noun,Syrian
syrian,adjective,Syrian
syrupy,satellite,cloying;saccharine;treacly|viscous|honeyed;honied
systematic,adjective,taxonomic;taxonomical
t-shaped,satellite,T-shaped
tabby,noun,tabby cat|queen
tabby,satellite,brindled;brindle;brinded
table d'hote,adjective,prix fixe
taboo,noun,tabu|tabu
taboo,satellite,forbidden;out;prohibited;proscribed;tabu;verboten|tabu
tabu,noun,taboo|taboo
tabu,satellite,taboo|forbidden;out;prohibited;proscribed;taboo;verboten
tacit,satellite,silent;understood
tacky,satellite,brassy;cheap;flash;flashy;garish;gaudy;gimcrack;loud;meretricious;tatty;tawdry;trashy
tactful,satellite,kid-glove
tactile,adjective,haptic;tactual
tactile,satellite,tactual
tactless,adjective,untactful
tactless,satellite,inept
tactual,adjective,haptic;tactile
tactual,satellite,tactile
tagged,verb,tag;label;mark|tag|tag|chase;chase after;trail;tail;tag;give chase;dog;go after;track|tag
tagged,adjective,labeled;labelled
tahitian,noun,Tahitian|Tahitian
tahitian,adjective,Tahitian
tai,noun,Thai;Tai;Siamese|Tai
tai,adjective,Thai;Tai;Siamese|Thai;Tai;Siamese|Thai;Tai;Siamese
tailed,verb,chase;chase after;trail;tail;tag;give chase;dog;go after;track|dock;tail;bob|tail
tailless,satellite,anurous
taillike,satellite,caudal
tailor-made,satellite,bespoke;bespoken;made-to-order;tailored
tailored,verb,tailor;orient|cut;tailor|sew;tailor;tailor-make
tailored,satellite,trim|bespoke;bespoken;made-to-order;tailor-made
tainted,verb,defile;sully;corrupt;taint;cloud|infect;taint
tainted,satellite,corrupt
taiwanese,noun,Taiwanese|Min;Min dialect;Fukien;Fukkianese;Hokkianese;Amoy;Taiwanese
taiwanese,adjective,Taiwanese;Chinese;Formosan
tajikistani,adjective,Tajikistani
take-away,satellite,takeout
taken,verb,take|take;occupy;use up|lead;take;direct;conduct;guide|take;get hold of|assume;acquire;adopt;take on;take|take;read|bring;convey;take|take|take|choose;take;select;pick out|accept;take;have|fill;take;occupy|consider;take;deal;look at|necessitate;ask;postulate;need;require;take;involve;call for;demand|take|film;shoot;take|remove;take;take away;withdraw|consume;ingest;take in;take;have|take;submit|take;accept|take|assume;take;strike;take up|accept;admit;take;take on|take|learn;study;read;take|claim;take;exact|take;make|aim;take;train;take aim;direct|take|carry;pack;take|lease;rent;hire;charter;engage;take|subscribe;subscribe to;take|take|take|take;have|claim;take|accept;take|contain;take;hold|take|drive;take|take|contract;take;get
taken,satellite,interpreted
taken for granted,satellite,axiomatic;self-evident
taken up,satellite,haunted;obsessed;preoccupied
taken with,satellite,enamored;infatuated;in love;potty;smitten;soft on
takeout,noun,takeout food;takeaway
takeout,satellite,take-away
taking,noun,pickings
taking,verb,take|take;occupy;use up|lead;take;direct;conduct;guide|take;get hold of|assume;acquire;adopt;take on;take|take;read|bring;convey;take|take|take|choose;take;select;pick out|accept;take;have|fill;take;occupy|consider;take;deal;look at|necessitate;ask;postulate;need;require;take;involve;call for;demand|take|film;shoot;take|remove;take;take away;withdraw|consume;ingest;take in;take;have|take;submit|take;accept|take|assume;take;strike;take up|accept;admit;take;take on|take|learn;study;read;take|claim;take;exact|take;make|aim;take;train;take aim;direct|take|carry;pack;take|lease;rent;hire;charter;engage;take|subscribe;subscribe to;take|take|take|take;have|claim;take|accept;take|contain;take;hold|take|drive;take|take|contract;take;get
taking,satellite,fetching;winning
talebearing,satellite,blabbermouthed;leaky;tattling
talented,adjective,gifted
talentless,adjective,untalented
taliped,satellite,clubfooted
talkative,satellite,chatty;gabby;garrulous;loquacious;talky|bigmouthed;blabbermouthed;blabby|expansive
talky,satellite,chatty;gabby;garrulous;loquacious;talkative
tall,satellite,grandiloquent;magniloquent|improbable;marvelous;marvellous
tall-growing,satellite,leggy
tall-stalked,satellite,long-stalked
taloned,satellite,clawed
tamable,satellite,tameable
tame,verb,chasten;subdue|tone down;moderate|domesticate;cultivate;naturalize;naturalise|domesticate;domesticize;domesticise;reclaim|domesticate
tame,adjective,tamed
tame,satellite,meek
tameable,satellite,tamable
tamed,verb,tame;chasten;subdue|tone down;moderate;tame|domesticate;cultivate;naturalize;naturalise;tame|domesticate;domesticize;domesticise;reclaim;tame|domesticate;tame
tamed,adjective,tame
tamil,noun,Tamil|Tamil
tamil,adjective,Tamil
tan,noun,suntan;sunburn;burn|topaz|tangent
tan,verb,bronze
tangential,satellite,digressive
tangerine,noun,tangerine tree
tangible,adjective,touchable|palpable
tangible,satellite,real
tangled,verb,embroil;tangle;sweep;sweep up;drag;drag in|ravel;tangle;knot|tousle;dishevel;tangle|entangle;tangle;mat;snarl
tangled,satellite,Byzantine;convoluted;involved;knotty;tortuous
tangy,satellite,lemony;lemonlike;sourish;tart
tanned,verb,tan|tan;bronze
tanned,satellite,bronzed;suntanned
tansy-scented,satellite,tansy-smelling
tansy-smelling,satellite,tansy-scented
tantalising,verb,tease;razz;rag;cod;tantalize;tantalise;bait;taunt;twit;rally;ride
tantalising,satellite,tantalizing|tantalizing;tempting
tantalizing,verb,tease;razz;rag;cod;tantalize;tantalise;bait;taunt;twit;rally;ride
tantalizing,satellite,tantalising|tantalising;tempting
tantamount,satellite,equivalent
tantric,adjective,Tantric;Tantrik
tantrik,adjective,Tantric;Tantrik
tanzanian,noun,Tanzanian
tanzanian,adjective,Tanzanian
taoist,noun,Taoist;Tao
taoist,adjective,Taoist|Taoist
tape-recorded,satellite,taped
taped,verb,tape|videotape;tape|record;tape|tap|tap|tap;tip|exploit;tap|wiretap;tap;intercept;bug|tap|tap;rap;knock;pink|tap|tapdance;tap|tap|tap|solicit;beg;tap
taped,satellite,tape-recorded
tapered,verb,taper|sharpen;taper;point
tapered,satellite,tapering;narrowing
tapering,verb,taper|sharpen;taper;point
tapering,satellite,tapered;narrowing|dwindling;tapering off
tapering off,satellite,dwindling;tapering
tapped,verb,tap|tap|tap;tip|exploit;tap|wiretap;tap;intercept;bug|tap|tap;rap;knock;pink|tap|tapdance;tap|tap|tap|solicit;beg;tap
tardy,satellite,belated;late
tarry,verb,loiter;lounge;footle;lollygag;loaf;lallygag;hang around;mess about;linger;lurk;mill about;mill around|linger
tarry,satellite,pitchy;resinous;resiny
tarsal,noun,tarsal bone
tart,noun,prostitute;cocotte;whore;harlot;bawd;cyprian;fancy woman;working girl;sporting lady;lady of pleasure;woman of the street
tart,satellite,lemony;lemonlike;sourish;tangy|sharp;sharp-worded
tartarean,satellite,Hadean;Plutonian;Tartarean
tasmanian,adjective,Tasmanian
tasseled,satellite,tasselled
tasselled,satellite,tasseled
tasteful,satellite,neat;refined
tatterdemalion,noun,ragamuffin
tatterdemalion,satellite,tattered|bedraggled;broken-down;derelict;dilapidated;ramshackle;tumble-down
tattered,satellite,tatterdemalion|shattered
tattling,verb,chatter;piffle;palaver;prate;tittle-tattle;twaddle;clack;maunder;prattle;blab;gibber;tattle;blabber;gabble|spill the beans;let the cat out of the bag;talk;tattle;blab;peach;babble;sing;babble out;blab out
tattling,satellite,blabbermouthed;leaky;talebearing
tatty,satellite,moth-eaten;ratty;shabby|brassy;cheap;flash;flashy;garish;gaudy;gimcrack;loud;meretricious;tacky;tawdry;trashy
taunting,noun,twit;taunt
taunting,verb,tease;razz;rag;cod;tantalize;tantalise;bait;taunt;twit;rally;ride
taunting,satellite,derisive;gibelike;jeering;mocking
taupe,satellite,fuscous
taut,satellite,tight
tautologic,satellite,pleonastic;redundant;tautological
tautological,satellite,pleonastic;redundant;tautologic
tawdry,satellite,brassy;cheap;flash;flashy;garish;gaudy;gimcrack;loud;meretricious;tacky;tatty;trashy|cheapjack;shoddy
tawny,satellite,tawny-brown
tawny-brown,satellite,tawny
tawny-colored,satellite,tawny-coloured
tawny-coloured,satellite,tawny-colored
tax-exempt,noun,tax-exempt security
tax-exempt,satellite,tax-free;untaxed
tax-free,satellite,tax-exempt;untaxed
taxable,adjective,nonexempt
taxing,verb,tax|tax;assess|tax;task|tax
taxing,satellite,burdensome;onerous
taxonomic,adjective,taxonomical;systematic
taxonomical,adjective,taxonomic;systematic
teachable,satellite,docile
teal,noun,bluish green;blue green
teal,satellite,bluish green;blue-green;cyan
tearaway,satellite,hotheaded;impulsive;impetuous;madcap;brainish
tearful,satellite,dolorous;dolourous;lachrymose;weeping
tearing,noun,lacrimation;lachrymation;watering
tearing,verb,tear;rupture;snap;bust|tear|tear;shoot;shoot down;charge;buck|pluck;pull;tear;deplume;deplumate;displume|tear
tearing,satellite,fierce;vehement;violent;trigger-happy
tearless,adjective,dry-eyed
teary,satellite,teary-eyed;watery-eyed
teary-eyed,satellite,teary;watery-eyed
teased,verb,tease;badger;pester;bug;beleaguer|tease;razz;rag;cod;tantalize;tantalise;bait;taunt;twit;rally;ride|tease|tease|tease|tease;tease apart;loosen|tease;card|tease|tease;fluff
teased,satellite,titillated
teasing,noun,tease;ribbing;tantalization|comb-out
teasing,verb,tease;badger;pester;bug;beleaguer|tease;razz;rag;cod;tantalize;tantalise;bait;taunt;twit;rally;ride|tease|tease|tease|tease;tease apart;loosen|tease;card|tease|tease;fluff
teasing,satellite,mocking;quizzical|annoying;bothersome;galling;irritating;nettlesome;pesky;pestering;pestiferous;plaguy;plaguey;vexatious;vexing
technical,noun,technical foul
technical,adjective,proficient|technological
technical,satellite,expert
technical-grade,satellite,technical grade
technical grade,satellite,technical-grade
technological,adjective,technical
techy,satellite,cranky;fractious;irritable;nettlesome;peevish;peckish;pettish;petulant;scratchy;testy;tetchy
tectonic,adjective,architectonic
tedious,satellite,boring;deadening;dull;ho-hum;irksome;slow;tiresome;wearisome|long-winded;verbose;windy;wordy
teeming,verb,teem;pullulate;swarm|pour;swarm;stream;teem;pullulate
teen,noun,adolescent;stripling;teenager
teen,satellite,adolescent;teenage;teenaged
teenage,satellite,adolescent;teen;teenaged
teenaged,satellite,adolescent;teen;teenage
teensy,satellite,bitty;bittie;teentsy;teeny;wee;weeny;weensy;teensy-weensy;teeny-weeny;itty-bitty;itsy-bitsy
teensy-weensy,satellite,bitty;bittie;teensy;teentsy;teeny;wee;weeny;weensy;teeny-weeny;itty-bitty;itsy-bitsy
teentsy,satellite,bitty;bittie;teensy;teeny;wee;weeny;weensy;teensy-weensy;teeny-weeny;itty-bitty;itsy-bitsy
teeny,satellite,bitty;bittie;teensy;teentsy;wee;weeny;weensy;teensy-weensy;teeny-weeny;itty-bitty;itsy-bitsy
teeny-weeny,satellite,bitty;bittie;teensy;teentsy;teeny;wee;weeny;weensy;teensy-weensy;itty-bitty;itsy-bitsy
teetotal,satellite,dry
telescoped,verb,telescope|telescope
telescoped,satellite,shortened
telling,noun,relation;recounting|apprisal;notification|tattle;singing
telling,verb,state;say;tell|tell|tell;narrate;recount;recite|order;tell;enjoin;say|tell|assure;tell|tell;evidence|distinguish;separate;differentiate;secern;secernate;severalize;severalise;tell;tell apart
telling,satellite,revealing;telltale|cogent;weighty|impressive
telltale,noun,tattletale;tattler;taleteller;talebearer;blabbermouth
telltale,satellite,revealing;telling
tellurian,noun,earthling;earthman;worldling
tellurian,adjective,telluric;terrestrial;terrene
telluric,adjective,tellurian;terrestrial;terrene
temerarious,satellite,daredevil
temperamental,satellite,moody|erratic
temperate,satellite,moderate
tempered,verb,anneal;temper;normalize|temper;harden|temper|temper;season;mollify|chasten;moderate;temper
tempered,adjective,treated;hardened;toughened
tempering,noun,annealing
tempering,verb,anneal;temper;normalize|temper;harden|temper|temper;season;mollify|chasten;moderate;temper
tempest-swept,satellite,buffeted;storm-tossed;tempest-tossed;tempest-tost
tempest-tossed,satellite,buffeted;storm-tossed;tempest-tost;tempest-swept
tempest-tost,satellite,buffeted;storm-tossed;tempest-tossed;tempest-swept
tempestuous,satellite,stormy|angry;furious;raging;wild
temporal,noun,temporal role
temporal,adjective,worldly;secular
temporary,noun,temp;temporary worker
temporary,adjective,impermanent
temporary,satellite,irregular
tempting,verb,tempt;allure|entice;lure;tempt|tempt;invite|charm;influence;tempt|tempt|tempt
tempting,satellite,alluring;beguiling;enticing|tantalizing;tantalising
ten,noun,10;X;tenner;decade|ten-spot
ten,satellite,10;x
ten-fold,satellite,tenfold;denary
ten-membered,satellite,10-membered
ten thousand,noun,10000;myriad
tenable,satellite,well-founded
tenacious,adjective,retentive;recollective;long
tenacious,satellite,dogged;dour;persistent;pertinacious;unyielding|coherent
tenanted,verb,tenant
tenanted,satellite,occupied
tended to,satellite,attended
tendencious,satellite,tendentious
tendentious,satellite,tendencious
tender,noun,legal tender;stamp|attendant;attender|bid|ship's boat;pinnace;cutter|supply ship
tender,verb,offer;bid|tenderize;tenderise
tender,satellite,sensitive;sore;raw|affectionate;fond;lovesome;warm|crank;cranky;tippy
tender,adjective,untoughened
tenderised,verb,tender;tenderize;tenderise
tenderised,satellite,tenderized
tenderized,verb,tender;tenderize;tenderise
tenderized,satellite,tenderised
tending,noun,care;attention;aid
tending,verb,tend;be given;lean;incline;run|tend|tend
tending,satellite,apt;disposed;given;minded
tendinous,adjective,sinewy
